,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
1791,47656682,Entire home/apt,3,4.5,4,2,150,53.352452,-6.290214
1792,56575207,Entire home/apt,5,3,5,2,152,53.356216,-6.281258
1793,134769555,Entire home/apt,2,0,7,3,174,53.351009,-6.287517
1794,30038938,Entire home/apt,0,0,4,2,156,53.352551,-6.2873
1795,72237584,Entire home/apt,2,0,12,4,174,53.351605,-6.284035
1796,66006396,Entire home/apt,25,5,6,2,180,53.347571,-6.262241
1797,2273966,Entire home/apt,92,4,6,2,170,53.34459,-6.267558
1798,85948798,Entire home/apt,5,3.5,4,1,156,53.357702,-6.254663
1799,102801352,Entire home/apt,4,3.5,6,2,180,53.351691,-6.253951
1800,95161383,Entire home/apt,12,4.5,4,3,150,53.355009,-6.269632
1801,123633278,Entire home/apt,25,5,6,2,150,53.345093,-6.265472
1802,7996465,Entire home/apt,1,0,2,1,150,53.344042,-6.268113
1803,121046063,Entire home/apt,1,0,6,2,180,53.353879,-6.256952
1804,101744267,Entire home/apt,32,4,7,2,162,53.348699,-6.267442
1805,37011527,Entire home/apt,92,5,4,2,156,53.345743,-6.260053
1806,1509649,Entire home/apt,7,4,5,2,156,53.353503,-6.258903
1807,4972610,Entire home/apt,29,5,6,2,150,53.355635,-6.261219
1808,43601728,Entire home/apt,149,4.5,5,2,156,53.345169,-6.2668
1809,30912520,Entire home/apt,31,4.5,6,2,180,53.345264,-6.250994
1810,137435771,Entire home/apt,0,0,5,2,155,53.352213,-6.258366
1811,63039114,Entire home/apt,11,4,4,2,179,53.343594,-6.269579
1812,3765692,Entire home/apt,55,4.5,4,1,156,53.34758,-6.262285
1813,3765692,Entire home/apt,11,4.5,4,1,180,53.34714,-6.261918
1814,63039114,Entire home/apt,9,4,6,2,155,53.35074,-6.269941
1815,33095768,Entire home/apt,9,4.5,2,1,150,53.351603,-6.257751
1816,273380,Entire home/apt,84,4,6,2,180,53.345785,-6.263169
1817,19493503,Entire home/apt,75,5,4,2,180,53.342311,-6.268128
1818,80525792,Entire home/apt,2,0,4,1,180,53.345394,-6.263587
1819,25066435,Entire home/apt,0,0,3,1,156,53.348179,-6.268718
1820,2556184,Entire home/apt,11,4,3,1,156,53.348023,-6.267749
1821,100196607,Entire home/apt,2,0,7,2,180,53.345756,-6.263964
1822,25679313,Entire home/apt,61,4.5,2,1,150,53.355897,-6.257797
1823,105835327,Entire home/apt,3,4.5,6,3,180,53.323,-6.219594
1824,25623156,Entire home/apt,11,5,6,2,169,53.346444,-6.25646
1825,37072863,Entire home/apt,0,0,3,2,180,53.317137,-6.244569
1826,16277784,Entire home/apt,8,4.5,4,2,172,53.359988,-6.26108
1827,100748797,Entire home/apt,2,0,4,2,180,53.389142,-6.072719
1828,50755156,Entire home/apt,67,4.5,5,2,153,53.355031,-6.241478
1829,118556538,Entire home/apt,0,0,4,2,180,53.352047,-6.262502
1830,37345570,Entire home/apt,3,5,2,1,180,53.341616,-6.231411
1831,15337887,Entire home/apt,30,4.5,4,2,180,53.342122,-6.235516
1832,25314594,Entire home/apt,0,0,6,4,168,53.310594,-6.205482
1833,7719031,Entire home/apt,143,4.5,4,2,156,53.337602,-6.242309
1834,127045845,Entire home/apt,6,4,10,3,179,53.350245,-6.244096
1835,14743863,Entire home/apt,4,5,4,2,174,53.350825,-6.24181
1836,56322091,Entire home/apt,7,5,6,2,150,53.352158,-6.261978
1837,72653243,Entire home/apt,1,0,6,3,168,53.365533,-6.230172
1838,69683252,Entire home/apt,47,5,5,1,168,53.347124,-6.265483
1839,26554200,Entire home/apt,48,5,5,3,168,53.355704,-6.261044
1840,18323987,Entire home/apt,32,4.5,4,2,180,53.338321,-6.238467
1841,91459523,Entire home/apt,20,4.5,4,2,159,53.343744,-6.240773
1842,28280172,Entire home/apt,48,5,4,2,180,53.335127,-6.264651
1843,4934590,Entire home/apt,17,4.5,3,1,150,53.348885,-6.228665
1844,31284582,Entire home/apt,23,4.5,6,2,168,53.349288,-6.242496
1845,6311500,Entire home/apt,9,5,6,3,156,53.362581,-6.2419
1846,17409889,Entire home/apt,42,4,6,2,156,53.358443,-6.240589
1847,68188941,Entire home/apt,13,4.5,4,2,180,53.350271,-6.242786
1848,38082167,Entire home/apt,1,0,6,2,180,53.332161,-6.216443
1849,60533075,Entire home/apt,6,5,4,1,150,53.34503,-6.244419
1850,39956761,Entire home/apt,16,4.5,4,3,169,53.373085,-6.260762
1851,1409235,Entire home/apt,81,5,4,2,180,53.347864,-6.264046
1852,31284582,Entire home/apt,38,4.5,8,3,151,53.361801,-6.261218
1853,141524821,Entire home/apt,0,0,4,2,180,53.345538,-6.244361
1854,46361937,Entire home/apt,85,5,4,2,155,53.342496,-6.232969
1855,4062641,Entire home/apt,11,4.5,4,2,155,53.33998,-6.225097
1856,16574663,Entire home/apt,2,0,2,1,179,53.340808,-6.224927
1857,32582541,Entire home/apt,62,4.5,6,2,168,53.344281,-6.24177
1858,6988257,Entire home/apt,8,4.5,2,1,174,53.341781,-6.242526
1859,29578612,Entire home/apt,9,5,4,3,150,53.309324,-6.204358
1860,284898,Entire home/apt,0,0,2,1,156,53.349106,-6.260229
1861,29057542,Entire home/apt,4,5,2,1,162,53.340553,-6.237101
1862,6936433,Entire home/apt,13,5,4,2,168,53.327785,-6.254089
1863,33895813,Entire home/apt,150,5,5,1,168,53.342531,-6.264581
1864,16011025,Entire home/apt,1,0,2,1,173,53.34507,-6.236716
1865,28349090,Entire home/apt,5,5,4,2,168,53.343969,-6.235611
1866,64957866,Entire home/apt,38,4.5,3,1,161,53.341078,-6.263851
1867,134335206,Entire home/apt,2,0,5,3,144,53.369213,-6.255098
1868,9503308,Entire home/apt,0,0,7,3,180,53.324351,-6.209866
1869,126324261,Entire home/apt,0,0,6,3,162,53.389335,-6.122684
1870,103567560,Entire home/apt,59,4.5,4,2,148,53.35385,-6.257739
1871,59766997,Entire home/apt,12,5,5,3,182,53.364946,-6.214719
1872,8702033,Entire home/apt,3,5,3,2,180,53.339469,-6.227364
1873,18976273,Entire home/apt,159,4.5,6,2,172,53.344258,-6.263981
1874,12599569,Entire home/apt,160,5,6,2,156,53.337807,-6.240362
1875,91459523,Entire home/apt,17,4.5,4,2,159,53.343844,-6.247648
1876,91459523,Entire home/apt,10,5,4,2,159,53.334898,-6.252937
1877,135416876,Entire home/apt,1,0,4,1,155,53.336321,-6.236975
1878,21707870,Entire home/apt,0,0,2,2,150,53.344342,-6.237064
1879,51226621,Entire home/apt,49,4.5,6,2,167,53.347583,-6.264524
1880,137435771,Entire home/apt,0,0,4,1,155,53.343683,-6.23864
1881,10019988,Entire home/apt,101,4,8,2,156,53.348251,-6.255045
1882,157032,Entire home/apt,2,0,5,3,168,53.390699,-6.118763
1883,22923911,Entire home/apt,0,0,3,0,180,53.354184,-6.240583
1884,20615882,Entire home/apt,2,0,5,2,162,53.348242,-6.229576
1885,2163000,Entire home/apt,176,4.5,6,2,163,53.345551,-6.246344
1886,137246948,Entire home/apt,0,0,9,2,170,53.405272,-6.249489
1887,44438926,Entire home/apt,50,5,6,2,174,53.385572,-6.065037
1888,22130654,Entire home/apt,26,4.5,4,2,168,53.341449,-6.234005
1889,91459523,Entire home/apt,17,4.5,4,2,170,53.340126,-6.258092
1890,98972750,Entire home/apt,1,0,6,3,156,53.399166,-6.153603
1891,140191525,Entire home/apt,0,0,6,3,168,53.381725,-6.22957
1892,2501158,Entire home/apt,0,0,4,2,156,53.35844,-6.271815
1893,15929897,Entire home/apt,45,5,5,2,156,53.35729,-6.250722
1894,4936901,Entire home/apt,78,5,4,2,180,53.340132,-6.273707
1895,7441481,Entire home/apt,105,5,4,2,180,53.345104,-6.268067
1896,140011998,Entire home/apt,0,0,3,2,180,53.339423,-6.276055
1897,49337376,Entire home/apt,8,5,5,2,156,53.300031,-6.218788
1898,8278526,Entire home/apt,16,5,2,1,156,53.347806,-6.263564
1899,5076517,Entire home/apt,9,4.5,6,1,168,53.297597,-6.162729
1900,123891538,Entire home/apt,7,4.5,4,1,150,53.350252,-6.271852
1901,14388596,Entire home/apt,3,4.5,4,2,180,53.323035,-6.269895
1902,50890206,Entire home/apt,31,4.5,4,1,156,53.342314,-6.269029
1903,3640772,Entire home/apt,46,5,4,2,165,53.345588,-6.262727
1904,52319116,Entire home/apt,14,4.5,2,1,176,53.340584,-6.274385
1905,3765692,Entire home/apt,121,4.5,5,1,180,53.345394,-6.263731
1906,13478143,Entire home/apt,1,0,2,1,150,53.341849,-6.231866
1907,63727370,Entire home/apt,15,5,5,3,180,53.335872,-6.275801
1908,60192550,Entire home/apt,15,5,4,1,156,53.341734,-6.236688
1909,60192550,Entire home/apt,14,5,4,2,168,53.339248,-6.265637
1910,91459523,Entire home/apt,20,4.5,4,2,159,53.338935,-6.242495
1911,4749444,Entire home/apt,5,4.5,4,2,180,53.276914,-6.214832
1912,2501158,Entire home/apt,28,5,4,2,162,53.35762,-6.265298
1913,114352748,Entire home/apt,0,0,4,3,160,53.392558,-6.23852
1914,74317525,Entire home/apt,7,5,4,2,180,53.342074,-6.278168
1915,22678804,Entire home/apt,2,0,4,2,150,53.337485,-6.238095
1916,13731927,Entire home/apt,18,5,4,2,145,53.357043,-6.271541
1917,37345570,Entire home/apt,52,5,6,2,163,53.342298,-6.235917
1918,114711637,Entire home/apt,48,5,4,2,168,53.349831,-6.266021
1919,31284582,Entire home/apt,4,5,6,2,155,53.351538,-6.263594
1920,8022106,Entire home/apt,58,4.5,6,2,168,53.324353,-6.213562
1921,132455054,Entire home/apt,4,5,5,3,168,53.286994,-6.244462
1922,91459523,Entire home/apt,18,4.5,4,2,159,53.330863,-6.262287
1923,53972382,Entire home/apt,4,5,2,1,180,53.340789,-6.231579
1924,22801049,Entire home/apt,83,5,7,2,162,53.344799,-6.267325
1925,69683252,Entire home/apt,29,4.5,4,1,168,53.346879,-6.264432
1926,16362046,Entire home/apt,82,4.5,3,2,150,53.347023,-6.25585
1927,80412273,Entire home/apt,17,4.5,5,3,148,53.33168,-6.278933
1928,38483040,Entire home/apt,133,5,5,2,174,53.344788,-6.267895
1929,19667053,Entire home/apt,2,0,4,1,168,53.358313,-6.255969
1930,15996144,Entire home/apt,60,4.5,5,2,162,53.340661,-6.275843
1931,22227870,Entire home/apt,14,5,3,1,168,53.334297,-6.272864
1932,1189146,Entire home/apt,68,4.5,3,1,156,53.331704,-6.258141
1933,29087610,Entire home/apt,4,5,4,2,180,53.344121,-6.270461
1934,91692766,Entire home/apt,5,4.5,8,2,168,53.333977,-6.278075
1935,68350233,Entire home/apt,2,0,4,2,174,53.348268,-6.27949
1936,1515549,Entire home/apt,155,5,9,4,150,53.369736,-6.349835
1937,31284582,Entire home/apt,53,4,6,2,170,53.347237,-6.27647
1938,20078059,Entire home/apt,7,5,4,1,156,53.34733,-6.229667
1939,93963263,Entire home/apt,18,4.5,5,2,168,53.347156,-6.265278
1940,7441481,Entire home/apt,121,5,4,2,180,53.344111,-6.266951
1941,56367208,Entire home/apt,42,5,4,2,155,53.340413,-6.228647
1942,8022106,Entire home/apt,95,4.5,4,1,156,53.340972,-6.275492
1943,33183890,Entire home/apt,15,4.5,2,2,168,53.32425,-6.243681
1944,28797016,Entire home/apt,23,5,2,1,156,53.347519,-6.264643
1945,8601964,Entire home/apt,13,5,4,1,180,53.345179,-6.254507
1946,127790710,Entire home/apt,0,0,5,2,150,53.342534,-6.224565
1947,74959772,Entire home/apt,79,5,4,2,180,53.340228,-6.273067
1948,49955963,Entire home/apt,45,5,4,2,156,53.350448,-6.286964
1949,4965775,Entire home/apt,11,5,4,2,179,53.339113,-6.279672
1950,113530982,Entire home/apt,2,0,3,1,150,53.347463,-6.261506
1951,31733641,Entire home/apt,21,5,4,2,160,53.35095,-6.288484
1952,5610947,Entire home/apt,28,5,4,2,180,53.337372,-6.252442
1953,49352581,Entire home/apt,64,4.5,11,4,162,53.361725,-6.248137
1954,111078614,Entire home/apt,6,5,4,2,174,53.328432,-6.256445
1955,71985479,Entire home/apt,52,5,5,2,150,53.359952,-6.261952
1956,31284582,Entire home/apt,107,4.5,6,2,152,53.347131,-6.262981
1957,32582541,Entire home/apt,119,4.5,6,2,156,53.34332,-6.263555
1958,60819658,Entire home/apt,37,5,4,2,168,53.352512,-6.24816
1959,129923014,Entire home/apt,11,4.5,5,2,167,53.339825,-6.264761
1960,408378,Entire home/apt,4,4.5,5,2,180,53.351449,-6.28458
1961,107238035,Entire home/apt,9,5,6,3,168,53.380099,-6.178861
1962,77660016,Entire home/apt,79,4.5,6,2,148,53.344548,-6.26933
1963,14917622,Entire home/apt,30,5,2,1,180,53.348631,-6.239801
1964,14388596,Entire home/apt,45,5,6,2,156,53.323386,-6.268624
1965,91459523,Entire home/apt,23,4.5,4,2,177,53.344676,-6.267284
1966,18097788,Entire home/apt,58,4.5,4,2,168,53.336725,-6.256306
1967,38782463,Entire home/apt,56,4.5,4,1,156,53.342012,-6.275174
1968,134716396,Entire home/apt,1,0,4,2,166,53.351703,-6.252699
1969,3388689,Entire home/apt,102,4.5,6,3,168,53.354088,-6.249091
1970,17880625,Entire home/apt,155,4.5,4,2,162,53.346368,-6.256221
1971,36415163,Entire home/apt,49,4.5,3,2,155,53.351363,-6.346938
1972,27210529,Entire home/apt,125,4.5,4,2,180,53.344586,-6.275495
1973,118012550,Entire home/apt,27,5,5,2,179,53.344156,-6.267871
1974,23658985,Entire home/apt,55,5,5,2,162,53.321822,-6.230082
1975,68647875,Entire home/apt,3,5,6,4,168,53.390383,-6.257536
1976,29087610,Entire home/apt,13,4.5,4,2,180,53.338448,-6.270154
1977,134836724,Entire home/apt,5,5,4,2,168,53.347262,-6.285054
1978,18152416,Entire home/apt,52,5,2,1,180,53.340413,-6.234893
1979,112640617,Entire home/apt,5,5,4,2,180,53.329304,-6.259942
1980,39719411,Entire home/apt,11,5,5,3,174,53.326436,-6.320605
1981,75916230,Entire home/apt,72,5,3,2,180,53.34532,-6.253414
1982,130254311,Entire home/apt,3,5,4,1,163,53.356368,-6.269409
1983,88546904,Entire home/apt,34,5,4,2,168,53.352293,-6.283118
1984,20266453,Entire home/apt,1,0,5,3,180,53.309595,-6.204611
1985,121234213,Entire home/apt,17,4.5,4,2,176,53.342002,-6.240378
1986,77122635,Entire home/apt,38,4.5,6,2,152,53.350159,-6.271361
1987,15996144,Entire home/apt,180,4.5,5,3,168,53.344524,-6.276568
1988,130908046,Entire home/apt,5,5,3,2,156,53.341857,-6.242118
1989,6112253,Entire home/apt,2,0,6,3,180,53.35113,-6.264258
1990,96163300,Entire home/apt,30,4.5,4,1,168,53.34217,-6.292739
1991,82649910,Entire home/apt,22,4.5,4,2,180,53.34764,-6.280079
1992,23104254,Entire home/apt,7,5,3,2,168,53.290992,-6.139955
1993,2186125,Entire home/apt,120,5,4,2,150,53.343813,-6.270073
1994,7441481,Entire home/apt,114,5,4,2,180,53.344211,-6.268335
1995,106637261,Entire home/apt,0,0,6,2,180,53.351961,-6.253764
1996,45276217,Entire home/apt,26,4.5,4,2,174,53.340649,-6.228738
1997,7441481,Entire home/apt,132,5,4,2,180,53.345337,-6.266319
1998,18152416,Entire home/apt,57,5,2,1,150,53.34121,-6.235065
1999,24730571,Entire home/apt,22,4.5,4,2,168,53.339731,-6.278677
2000,92030228,Entire home/apt,7,4.5,2,1,156,53.346649,-6.263646
2001,1557844,Entire home/apt,28,5,6,1,175,53.356167,-6.292503
2002,78801818,Entire home/apt,51,5,2,1,156,53.345837,-6.261701
2003,49352581,Entire home/apt,7,4,8,3,150,53.36215,-6.242331
2004,20202401,Entire home/apt,62,5,4,1,155,53.345437,-6.278433
2005,125157769,Entire home/apt,11,5,4,2,180,53.33718,-6.275639
2006,34215594,Entire home/apt,15,5,4,2,180,53.348119,-6.243315
2007,36693033,Entire home/apt,0,0,4,2,156,53.348864,-6.279032
2008,60997345,Entire home/apt,4,4,5,2,150,53.340129,-6.234778
2009,121045044,Entire home/apt,2,0,4,2,180,53.348865,-6.343358
2010,29502444,Entire home/apt,50,5,7,2,162,53.347974,-6.268627
2011,5499557,Entire home/apt,1,0,4,2,180,53.338324,-6.273547
2012,113170861,Entire home/apt,7,5,5,2,180,53.341831,-6.280403
2013,31284582,Entire home/apt,104,4.5,5,1,162,53.335306,-6.264128
2014,98276346,Entire home/apt,49,4.5,4,2,168,53.34402,-6.268232
2015,57312627,Entire home/apt,18,5,4,2,151,53.351455,-6.285507
2016,6183939,Entire home/apt,127,5,2,1,150,53.345175,-6.269465
2017,102860202,Entire home/apt,33,4.5,4,2,162,53.349102,-6.266205
2018,571591,Entire home/apt,54,4,4,2,162,53.354223,-6.246647
2019,31284582,Entire home/apt,5,5,4,2,173,53.343445,-6.272534
2020,91459523,Entire home/apt,5,4,4,2,159,53.334634,-6.252713
2021,37345570,Entire home/apt,6,5,2,2,168,53.326598,-6.231072
2022,56897623,Entire home/apt,8,5,4,2,168,53.343929,-6.235233
2023,17201988,Entire home/apt,184,4.5,4,2,168,53.338668,-6.303221
2024,127984226,Entire home/apt,0,0,5,2,173,53.347181,-6.266401
2025,67157244,Entire home/apt,8,5,4,2,156,53.316457,-6.236407
2026,67845525,Entire home/apt,5,5,4,2,155,53.295837,-6.135207
2027,23658985,Entire home/apt,27,5,5,2,174,53.348546,-6.277034
2028,17409889,Entire home/apt,41,4,5,3,167,53.360487,-6.240879
2029,72083491,Entire home/apt,29,5,9,3,179,53.34042,-6.288792
2030,33022509,Entire home/apt,61,5,4,2,168,53.352488,-6.284128
2031,70706,Entire home/apt,8,4.5,6,4,168,53.368602,-6.178862
2032,26941583,Entire home/apt,38,5,2,1,156,53.323196,-6.266924
2033,28237286,Entire home/apt,0,0,6,3,155,53.370399,-6.236639
2034,24141249,Entire home/apt,0,0,4,2,155,53.338354,-6.264939
2035,37345570,Entire home/apt,41,5,5,2,180,53.341719,-6.230944
2036,22080730,Entire home/apt,20,5,2,1,156,53.333808,-6.277836
2037,18009589,Entire home/apt,10,5,4,1,156,53.349529,-6.278139
2038,13786020,Entire home/apt,6,5,4,2,180,53.332192,-6.238058
2039,9429894,Entire home/apt,78,5,6,3,180,53.341234,-6.216391
2040,92334485,Entire home/apt,0,0,2,1,180,53.335042,-6.235854
2041,30862539,Entire home/apt,8,4.5,2,1,180,53.333163,-6.239287
2042,72486299,Entire home/apt,1,0,4,2,156,53.351901,-6.253933
2043,51154302,Entire home/apt,1,0,4,1,180,53.362159,-6.254022
2044,127654570,Entire home/apt,0,0,6,3,180,53.3217,-6.279787
2045,94761315,Entire home/apt,49,4.5,4,2,168,53.345629,-6.244226
2046,38373200,Entire home/apt,68,4.5,4,2,180,53.342673,-6.261769
2047,7706163,Entire home/apt,0,0,4,2,180,53.306826,-6.266622
2048,23296547,Entire home/apt,23,4.5,6,2,168,53.335492,-6.274022
2049,70664340,Entire home/apt,38,4.5,2,1,156,53.360895,-6.309984
2050,7973919,Entire home/apt,0,0,4,1,185,53.329974,-6.228753
2051,34298236,Entire home/apt,0,0,4,2,150,53.328463,-6.244208
2052,23687998,Entire home/apt,13,4.5,4,2,167,53.348013,-6.303995
2053,10189611,Entire home/apt,161,5,4,2,162,53.33982,-6.273455
2054,8022106,Entire home/apt,118,4.5,6,2,168,53.339949,-6.279534
2055,3448346,Entire home/apt,119,5,4,2,155,53.352404,-6.279808
2056,31284582,Entire home/apt,64,4.5,6,2,173,53.34502,-6.264121
2057,34186037,Entire home/apt,50,4.5,4,2,168,53.339637,-6.225744
2058,17402289,Entire home/apt,21,4.5,4,2,180,53.33996,-6.241839
2059,86719696,Entire home/apt,70,4.5,4,2,174,53.346382,-6.265591
2060,62013827,Entire home/apt,11,5,4,2,162,53.352015,-6.270186
2061,112848750,Entire home/apt,0,0,4,2,180,53.325321,-6.262998
2062,42863086,Entire home/apt,18,4,4,0,162,53.355696,-6.263394
2063,14624512,Entire home/apt,90,5,2,1,168,53.33908,-6.234474
2064,4749444,Entire home/apt,5,5,4,2,180,53.290979,-6.13314
2065,1667540,Entire home/apt,100,5,3,2,168,53.33699,-6.238273
2066,24586261,Entire home/apt,5,5,4,2,165,53.306952,-6.253644
2067,59961396,Entire home/apt,41,5,4,2,168,53.351283,-6.250861
2068,5605429,Entire home/apt,168,4.5,5,2,168,53.351375,-6.250625
2069,141703930,Entire home/apt,0,0,4,2,162,53.328967,-6.230589
2070,114676769,Entire home/apt,1,0,4,2,168,53.348079,-6.230043
2071,14888319,Entire home/apt,0,0,4,2,168,53.335104,-6.239878
2072,9700662,Entire home/apt,47,5,2,1,156,53.332643,-6.272363
2073,14114530,Entire home/apt,4,5,2,1,180,53.33028,-6.267388
2074,40798316,Entire home/apt,62,4.5,4,1,180,53.341085,-6.263757
2075,29750711,Entire home/apt,32,4.5,2,1,180,53.328146,-6.230743
2076,1672265,Entire home/apt,7,5,3,2,180,53.327758,-6.24618
2077,30574781,Entire home/apt,2,0,6,3,168,53.323877,-6.260129
2078,138708261,Entire home/apt,1,0,3,1,168,53.346615,-6.263553
2079,40262548,Entire home/apt,43,5,2,1,168,53.333928,-6.267541
2080,8012396,Entire home/apt,7,5,4,1,170,53.344595,-6.26645
2081,18976273,Entire home/apt,84,4.5,4,1,162,53.345003,-6.263466
2082,33665439,Entire home/apt,63,4.5,4,2,156,53.340707,-6.271539
2083,91459523,Entire home/apt,23,4.5,4,2,159,53.338559,-6.24409
2084,96995879,Entire home/apt,4,4.5,2,1,180,53.350085,-6.245269
2085,132763918,Entire home/apt,8,5,2,1,180,53.343955,-6.239479
2086,2340296,Entire home/apt,324,5,4,0,168,53.347694,-6.26388
2087,36790457,Entire home/apt,64,4.5,6,2,177,53.340458,-6.273573
2088,2448748,Entire home/apt,11,5,4,2,162,53.342941,-6.23627
2089,1962821,Entire home/apt,36,5,4,1,162,53.322756,-6.251823
2090,21954822,Entire home/apt,13,5,2,1,150,53.318507,-6.253777
2091,56322091,Entire home/apt,11,5,6,2,174,53.33949,-6.287334
2092,66877963,Entire home/apt,44,5,4,2,168,53.356637,-6.271715
2093,8721943,Entire home/apt,236,4.5,3,1,162,53.333665,-6.239761
2094,35900818,Entire home/apt,122,5,4,2,168,53.338932,-6.279066
2095,47961545,Entire home/apt,76,5,2,1,153,53.344089,-6.27709
2096,125738887,Entire home/apt,15,5,6,2,162,53.353649,-6.252003
2097,28013070,Entire home/apt,21,4.5,4,2,167,53.343299,-6.271917
2098,135416876,Entire home/apt,4,5,4,1,167,53.344923,-6.269924
2099,118965358,Entire home/apt,17,4.5,4,2,168,53.3313,-6.265806
2100,81110539,Entire home/apt,48,5,4,2,169,53.347702,-6.272913
2101,90101333,Entire home/apt,8,5,2,1,175,53.330905,-6.243362
2102,44856361,Entire home/apt,60,4.5,4,1,165,53.339453,-6.241467
2103,19319156,Entire home/apt,7,5,2,1,167,53.326252,-6.250202
2104,40621568,Entire home/apt,13,5,2,1,172,53.3297,-6.260595
2105,3525420,Entire home/apt,129,5,4,2,168,53.29306,-6.246976
2106,1467387,Entire home/apt,42,5,2,1,126,53.323326,-6.249748
2107,14578138,Entire home/apt,5,5,4,2,144,53.333168,-6.322776
2108,73206797,Entire home/apt,10,4,6,2,144,53.300638,-6.228525
2109,44893777,Entire home/apt,0,0,1,1,126,53.286314,-6.411153
2110,138044855,Entire home/apt,0,0,1,1,126,53.287437,-6.414555
2111,87973196,Entire home/apt,8,5,5,3,144,53.245713,-6.118271
2112,2266962,Entire home/apt,1,0,4,3,126,53.27013,-6.176018
2113,4749444,Entire home/apt,9,4.5,4,2,144,53.260843,-6.217543
2114,87445775,Entire home/apt,5,4,4,2,132,53.263972,-6.226878
2115,111980257,Entire home/apt,0,0,4,2,132,53.292511,-6.182877
2116,43245151,Entire home/apt,4,4,3,2,132,53.295764,-6.143518
2117,37159023,Entire home/apt,0,0,3,1,144,53.266075,-6.214635
2118,22622706,Entire home/apt,17,4.5,2,1,126,53.257679,-6.169973
2119,73206797,Entire home/apt,13,4.5,6,2,144,53.301509,-6.228727
2120,19505615,Entire home/apt,32,4.5,3,2,144,53.264156,-6.199843
2121,18059506,Entire home/apt,6,5,4,2,132,53.247844,-6.145726
2122,13185988,Entire home/apt,2,0,8,4,144,53.249263,-6.20567
2123,27078424,Entire home/apt,0,0,4,2,144,53.293178,-6.184687
2124,127830723,Entire home/apt,0,0,6,4,144,53.286527,-6.134059
2125,56485677,Entire home/apt,1,0,5,4,144,53.275224,-6.110893
2126,2917576,Entire home/apt,0,0,4,2,138,53.300565,-6.178469
2127,52921720,Entire home/apt,1,0,6,5,126,53.278494,-6.158912
2128,45885233,Entire home/apt,28,5,4,2,144,53.284901,-6.154287
2129,81780262,Entire home/apt,2,0,4,2,132,53.249201,-6.140861
2130,31324660,Entire home/apt,2,0,2,0,132,53.295888,-6.166492
2131,122590025,Entire home/apt,2,0,2,1,144,53.274284,-6.107415
2132,22051480,Entire home/apt,2,0,2,1,132,53.293194,-6.129731
2133,33146135,Entire home/apt,28,5,4,2,137,53.278274,-6.106584
2134,28578765,Entire home/apt,4,4.5,5,3,144,53.31702,-6.414299
2135,109149238,Entire home/apt,18,4.5,8,2,144,53.324209,-6.32706
2136,10146624,Entire home/apt,22,4.5,6,3,141,53.318334,-6.336568
2137,90400975,Entire home/apt,2,0,6,4,138,53.279505,-6.254588
2138,21109357,Entire home/apt,15,4.5,4,2,131,53.30015,-6.203871
2139,9268300,Entire home/apt,11,4,3,1,132,53.29058,-6.196657
2140,4929398,Entire home/apt,40,5,5,2,130,53.286969,-6.234841
2141,9045392,Entire home/apt,10,4.5,4,2,144,53.306698,-6.265933
2142,131034043,Entire home/apt,3,5,5,3,144,53.329233,-6.305784
2143,3660754,Entire home/apt,0,0,4,1,129,53.336666,-6.291733
2144,22520231,Entire home/apt,40,5,4,2,143,53.328929,-6.259499
2145,109694701,Entire home/apt,0,0,6,3,144,53.282904,-6.267497
2146,17727860,Entire home/apt,0,0,4,3,144,53.317765,-6.287071
2147,15959304,Entire home/apt,33,5,4,2,134,53.292929,-6.241957
2148,33453204,Entire home/apt,0,0,4,2,144,53.299248,-6.251854
2149,19037367,Entire home/apt,7,4.5,4,2,143,53.303561,-6.245411
2150,6975195,Entire home/apt,9,4.5,6,3,132,53.371275,-6.29484
2151,2594010,Entire home/apt,10,4.5,5,2,144,53.340979,-6.321384
2152,137435771,Entire home/apt,0,0,1,1,143,53.320151,-6.289538
2153,779795,Entire home/apt,9,4.5,5,2,144,53.341301,-6.278654
2154,50586784,Entire home/apt,6,3.5,4,2,144,53.33906,-6.306699
2155,56613406,Entire home/apt,2,0,4,2,144,53.34028,-6.279617
2156,10105328,Entire home/apt,6,4.5,3,2,144,53.334972,-6.277763
2157,11541117,Entire home/apt,2,0,4,2,144,53.333792,-6.280352
2158,17007096,Entire home/apt,1,0,4,1,132,53.337832,-6.27923
2159,114460808,Entire home/apt,14,4.5,6,2,144,53.33741,-6.282903
2160,51157750,Entire home/apt,0,0,2,1,144,53.337172,-6.26575
2161,20614133,Entire home/apt,5,5,6,3,130,53.321108,-6.277135
2162,17880625,Entire home/apt,30,4,6,4,144,53.321427,-6.268923
2163,35049121,Entire home/apt,24,4,4,2,144,53.341261,-6.272344
2164,77122635,Entire home/apt,34,4.5,6,2,144,53.341919,-6.267499
2165,17517745,Entire home/apt,12,4.5,4,2,144,53.342872,-6.267261
2166,15097372,Entire home/apt,34,4.5,4,2,144,53.328368,-6.2678
2167,25384068,Entire home/apt,6,4.5,4,1,131,53.338989,-6.272947
2168,44244954,Entire home/apt,106,4.5,5,2,144,53.342176,-6.279359
2169,8711615,Entire home/apt,1,0,4,1,144,53.345181,-6.283718
2170,26308394,Entire home/apt,23,4.5,4,2,144,53.345816,-6.284412
