,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
3223,141700057,Entire home/apt,0,0,2,1,119,53.360096,-6.258971
3224,110688754,Entire home/apt,43,5,4,1,118,53.348772,-6.261963
3225,35844289,Entire home/apt,88,4,3,0,107,53.347474,-6.267581
3226,53540368,Entire home/apt,64,4.5,2,1,119,53.337531,-6.241764
3227,7754103,Entire home/apt,82,4.5,5,2,119,53.344681,-6.267592
3228,56322091,Entire home/apt,63,5,4,2,107,53.355572,-6.261537
3229,72083491,Entire home/apt,5,4.5,9,3,118,53.341151,-6.287254
3230,19749433,Entire home/apt,104,4.5,2,1,108,53.343468,-6.273777
3231,114460808,Entire home/apt,31,4.5,4,2,107,53.338892,-6.284624
3232,37661430,Entire home/apt,59,4.5,4,1,118,53.344092,-6.275334
3233,122001501,Entire home/apt,10,5,2,0,108,53.333006,-6.272904
3234,103018895,Entire home/apt,1,0,3,0,119,53.304341,-6.234152
3235,94453162,Entire home/apt,2,0,3,1,118,53.355745,-6.258508
3236,13252301,Entire home/apt,8,4.5,2,1,118,53.317396,-6.218615
3237,105455846,Entire home/apt,1,0,4,2,119,53.389314,-6.228609
3238,37505696,Entire home/apt,9,4.5,4,2,114,53.344739,-6.244636
3239,15896796,Entire home/apt,5,5,2,1,119,53.312703,-6.250582
3240,64957866,Entire home/apt,12,5,4,2,107,53.337514,-6.240382
3241,111970675,Entire home/apt,0,0,2,1,119,53.342758,-6.221231
3242,9203674,Entire home/apt,7,4,2,1,118,53.346632,-6.263329
3243,4969700,Entire home/apt,59,4.5,2,1,109,53.347967,-6.23683
3244,85842598,Entire home/apt,1,0,3,2,119,53.340714,-6.235754
3245,66948631,Entire home/apt,65,4.5,7,1,119,53.346868,-6.262507
3246,31935239,Entire home/apt,0,0,4,2,119,53.349362,-6.244704
3247,566993,Entire home/apt,15,5,4,2,119,53.350436,-6.238188
3248,75033433,Entire home/apt,1,0,4,1,119,53.352721,-6.250765
3249,44595890,Entire home/apt,1,0,4,2,119,53.341485,-6.22794
3250,8886757,Entire home/apt,4,4.5,4,2,119,53.340528,-6.236228
3251,137435771,Entire home/apt,0,0,1,1,113,53.357304,-6.261242
3252,28210985,Entire home/apt,28,4.5,2,1,108,53.361507,-6.261713
3253,46872282,Entire home/apt,2,0,4,1,108,53.345462,-6.247173
3254,22857190,Entire home/apt,4,5,3,1,114,53.344808,-6.236604
3255,22801049,Entire home/apt,0,0,2,0,114,53.323911,-6.256421
3256,3726834,Entire home/apt,10,4.5,2,1,119,53.347649,-6.260333
3257,5006251,Entire home/apt,0,0,2,1,114,53.325402,-6.245473
3258,68350233,Entire home/apt,5,5,3,1,118,53.347878,-6.261623
3259,44826805,Entire home/apt,5,5,2,1,108,53.363715,-6.24702
3260,42395355,Entire home/apt,0,0,2,1,119,53.340323,-6.224784
3261,58224389,Entire home/apt,3,4,2,1,119,53.340931,-6.235101
3262,11729747,Entire home/apt,6,4.5,4,2,118,53.38258,-6.074455
3263,25134872,Entire home/apt,8,4.5,4,2,119,53.3197,-6.215077
3264,46853756,Entire home/apt,1,0,2,1,119,53.331486,-6.247034
3265,85993008,Entire home/apt,2,0,4,2,119,53.344567,-6.254999
3266,126422967,Entire home/apt,14,4.5,2,1,107,53.330574,-6.265646
3267,36425743,Entire home/apt,4,4.5,3,2,108,53.352716,-6.24846
3268,30726128,Entire home/apt,4,5,5,3,119,53.382207,-6.251235
3269,22834742,Entire home/apt,3,3.5,4,2,119,53.338913,-6.228
3270,3411848,Entire home/apt,19,5,2,1,108,53.349177,-6.246327
3271,68611045,Entire home/apt,36,4.5,3,1,118,53.354831,-6.25847
3272,59868342,Entire home/apt,0,0,3,1,108,53.34856,-6.259037
3273,71716914,Entire home/apt,7,5,6,1,119,53.35643,-6.257918
3274,66912449,Entire home/apt,11,5,4,2,118,53.340573,-6.232396
3275,103586345,Entire home/apt,22,5,2,1,119,53.348212,-6.262494
3276,3284876,Entire home/apt,1,0,2,1,119,53.353031,-6.258787
3277,63754762,Entire home/apt,12,4.5,4,2,119,53.349567,-6.231638
3278,10225838,Entire home/apt,3,5,2,1,119,53.349542,-6.238215
3279,17007096,Entire home/apt,20,5,2,1,114,53.339573,-6.279128
3280,72237584,Entire home/apt,4,5,6,2,118,53.357687,-6.265349
3281,56322091,Entire home/apt,20,5,10,4,118,53.339388,-6.286755
3282,7754103,Entire home/apt,185,4.5,4,1,108,53.345316,-6.266047
3283,22801049,Entire home/apt,67,5,3,1,114,53.31675,-6.272685
3284,22801049,Entire home/apt,24,4.5,4,1,108,53.314431,-6.272735
3285,22801049,Entire home/apt,100,5,4,1,114,53.34256,-6.264025
3286,22801049,Entire home/apt,24,5,2,1,108,53.31615,-6.272728
3287,96822624,Entire home/apt,46,4.5,4,1,119,53.330304,-6.250632
3288,36051916,Entire home/apt,117,4.5,2,0,114,53.337802,-6.255688
3289,70154490,Entire home/apt,16,4.5,4,1,119,53.319797,-6.270182
3290,115930739,Entire home/apt,21,4.5,2,0,106,53.319822,-6.230872
3291,22801049,Entire home/apt,37,5,4,1,114,53.342697,-6.264506
3292,96822624,Entire home/apt,43,5,4,1,119,53.330123,-6.250879
3293,80905773,Entire home/apt,19,5,2,1,118,53.328955,-6.259493
3294,18801526,Entire home/apt,67,5,2,0,114,53.342625,-6.235885
3295,108725561,Entire home/apt,14,4.5,2,1,117,53.339547,-6.237433
3296,98792712,Entire home/apt,0,0,4,1,119,53.348564,-6.244877
3297,111896872,Entire home/apt,22,5,3,0,119,53.319036,-6.290719
3298,47884767,Entire home/apt,46,5,4,2,107,53.323777,-6.213236
3299,103567560,Entire home/apt,21,4.5,4,2,118,53.35376,-6.259986
3300,29429698,Entire home/apt,5,5,2,1,107,53.330292,-6.267337
3301,15337887,Entire home/apt,43,5,2,1,108,53.340244,-6.236093
3302,18588320,Entire home/apt,10,5,2,1,119,53.327055,-6.288567
3303,14412912,Entire home/apt,3,5,4,2,111,53.30332,-6.20233
3304,108827100,Entire home/apt,25,5,2,1,119,53.348544,-6.262055
3305,73237766,Entire home/apt,15,4.5,4,1,118,53.353499,-6.255623
3306,15924939,Entire home/apt,73,4.5,5,1,117,53.331882,-6.295368
3307,88500418,Entire home/apt,12,5,4,2,119,53.351338,-6.254343
3308,138492459,Entire home/apt,0,0,4,3,119,53.337671,-6.31365
3309,104321220,Entire home/apt,4,5,2,1,119,53.352835,-6.251643
3310,61856862,Entire home/apt,113,4.5,3,2,114,53.340285,-6.303393
3311,120502060,Entire home/apt,21,5,2,1,108,53.355834,-6.267666
3312,126598543,Entire home/apt,10,4.5,2,0,107,53.332957,-6.267333
3313,19749433,Entire home/apt,91,4.5,3,1,108,53.343737,-6.277682
3314,56184431,Entire home/apt,139,5,3,1,114,53.345354,-6.26795
3315,8175527,Entire home/apt,0,0,2,1,119,53.340465,-6.243598
3316,3146345,Entire home/apt,0,0,4,1,119,53.348306,-6.26692
3317,14388596,Entire home/apt,49,5,4,1,119,53.32343,-6.270207
3318,77153677,Entire home/apt,23,5,4,2,118,53.307062,-6.19654
3319,34367346,Entire home/apt,110,4.5,2,2,106,53.405332,-6.209519
3320,76535085,Entire home/apt,0,0,3,2,119,53.304738,-6.203302
3321,1189146,Entire home/apt,112,4.5,3,0,117,53.331787,-6.258159
3322,65658050,Entire home/apt,88,5,2,1,118,53.34715,-6.293609
3323,15867278,Entire home/apt,25,5,4,2,108,53.342368,-6.288372
3324,62934960,Entire home/apt,8,5,2,1,107,53.358437,-6.239049
3325,51977276,Entire home/apt,83,5,4,2,111,53.321361,-6.278743
3326,9239984,Entire home/apt,22,5,2,1,119,53.316084,-6.20625
3327,75068982,Entire home/apt,0,0,6,3,119,53.26826,-6.212536
3328,36051916,Entire home/apt,94,4.5,2,1,116,53.337074,-6.253992
3329,2828346,Entire home/apt,24,5,4,1,117,53.336711,-6.249155
3330,56322091,Entire home/apt,101,5,8,2,118,53.350753,-6.281786
3331,31284582,Entire home/apt,48,4.5,4,1,118,53.351933,-6.268402
3332,127627523,Entire home/apt,7,5,4,1,119,53.345499,-6.253928
3333,51914515,Entire home/apt,66,5,3,1,114,53.346852,-6.262632
3334,72237584,Entire home/apt,4,5,6,3,116,53.356939,-6.266362
3335,1607393,Entire home/apt,352,4.5,2,1,117,53.341092,-6.271755
3336,81747381,Entire home/apt,45,4.5,2,1,108,53.329749,-6.286217
3337,75897053,Entire home/apt,13,5,6,2,114,53.342572,-6.239257
3338,64957866,Entire home/apt,43,4.5,4,2,114,53.342911,-6.277608
3339,33985727,Entire home/apt,45,5,4,1,119,53.345619,-6.263557
3340,117756204,Entire home/apt,6,5,2,1,108,53.298767,-6.221907
3341,139609439,Entire home/apt,1,0,6,3,118,53.312693,-6.283151
3342,2340296,Entire home/apt,128,5,5,1,119,53.345598,-6.264401
3343,70154490,Entire home/apt,8,5,4,1,119,53.311956,-6.279169
3344,100055574,Entire home/apt,13,5,3,1,118,53.344742,-6.236795
3345,40660811,Entire home/apt,75,5,2,1,119,53.361029,-6.279075
3346,41022886,Entire home/apt,40,5,3,1,118,53.342413,-6.235123
3347,37222995,Entire home/apt,20,5,4,1,115,53.340696,-6.272909
3348,57859605,Entire home/apt,17,5,4,2,119,53.31856,-6.295386
3349,131722305,Entire home/apt,12,5,4,2,118,53.344561,-6.277874
3350,126873943,Entire home/apt,6,4.5,4,1,108,53.301023,-6.243466
3351,96822624,Entire home/apt,46,5,4,1,119,53.330003,-6.250649
3352,137246948,Entire home/apt,0,0,4,1,119,53.365006,-6.258022
3353,85268177,Entire home/apt,32,5,3,1,114,53.345224,-6.267138
3354,115930739,Entire home/apt,14,5,2,0,107,53.321548,-6.230399
3355,12012050,Entire home/apt,2,0,2,1,107,53.335082,-6.274142
3356,104257430,Entire home/apt,5,4.5,5,1,114,53.343779,-6.238446
3357,66073589,Entire home/apt,8,5,2,1,119,53.336675,-6.27547
3358,22801049,Entire home/apt,25,5,2,1,114,53.326051,-6.256591
3359,50054930,Entire home/apt,14,5,2,1,114,53.341277,-6.231563
3360,393285,Entire home/apt,8,5,2,1,119,53.349821,-6.230581
3361,48851664,Entire home/apt,3,5,2,1,119,53.253313,-6.174846
3362,4462611,Entire home/apt,128,5,3,1,107,53.340384,-6.272443
3363,80905773,Entire home/apt,67,5,2,1,118,53.329763,-6.258925
3364,5411170,Entire home/apt,6,5,2,1,119,53.314856,-6.250075
3365,18801526,Entire home/apt,68,5,2,0,114,53.342092,-6.235348
3366,89681679,Entire home/apt,50,5,2,1,114,53.33085,-6.26355
3367,42223278,Entire home/apt,34,5,2,1,108,53.344244,-6.268082
3368,7069462,Entire home/apt,34,4.5,5,2,103,53.331524,-6.324923
3369,19273304,Entire home/apt,0,0,4,2,94,53.27128,-6.321067
3370,66421179,Entire home/apt,0,0,2,1,84,53.300412,-6.204723
3371,9685146,Entire home/apt,3,5,4,2,89,53.268503,-6.224334
3372,20292567,Entire home/apt,3,4.5,4,1,96,53.293265,-6.157202
3373,40485490,Entire home/apt,0,0,3,2,90,53.273549,-6.253084
3374,13252301,Entire home/apt,3,4,2,1,96,53.317412,-6.217358
3375,50652030,Entire home/apt,1,0,4,2,102,53.249895,-6.14434
3376,23253913,Entire home/apt,19,5,2,1,96,53.295312,-6.137785
3377,80536648,Entire home/apt,0,0,3,2,84,53.285021,-6.126322
3378,6995873,Entire home/apt,4,5,2,1,102,53.277393,-6.209211
3379,24202268,Entire home/apt,3,5,4,2,96,53.256221,-6.149899
3380,108958152,Entire home/apt,27,4.5,6,2,96,53.296469,-6.138424
3381,112728144,Entire home/apt,9,4.5,9,3,97,53.249201,-6.144978
3382,65931324,Entire home/apt,0,0,3,1,96,53.286376,-6.120164
3383,57847632,Entire home/apt,2,0,2,1,93,53.268057,-6.174759
3384,23181242,Entire home/apt,4,5,2,1,92,53.277307,-6.247638
3385,71087535,Entire home/apt,1,0,4,3,96,53.323279,-6.409567
3386,11010638,Entire home/apt,5,5,4,2,102,53.32883,-6.328094
3387,14070628,Entire home/apt,0,0,2,2,84,53.302018,-6.296798
3388,9584183,Entire home/apt,1,0,4,2,96,53.289127,-6.356017
3389,74317525,Entire home/apt,35,5,3,1,84,53.342222,-6.277314
3390,70225142,Entire home/apt,22,5,3,0,90,53.287578,-6.319827
3391,49884180,Entire home/apt,1,0,2,1,84,53.28031,-6.243161
3392,131674102,Entire home/apt,0,0,4,2,99,53.304673,-6.245337
3393,23177685,Entire home/apt,0,0,3,2,96,53.312072,-6.201837
3394,23064906,Entire home/apt,0,0,2,1,96,53.323201,-6.271925
3395,82143101,Entire home/apt,15,4.5,2,1,84,53.317767,-6.280208
3396,38681239,Entire home/apt,3,5,2,1,84,53.327238,-6.266678
3397,8877487,Entire home/apt,16,5,3,2,102,53.295119,-6.241936
3398,35049121,Entire home/apt,43,4.5,6,2,84,53.34364,-6.276358
3399,95247670,Entire home/apt,0,0,2,0,96,53.354893,-6.293252
3400,790601,Entire home/apt,9,5,2,0,84,53.337196,-6.323278
3401,8760326,Entire home/apt,0,0,2,1,102,53.34097,-6.303927
3402,1390012,Entire home/apt,0,0,7,3,88,53.342476,-6.298852
3403,37019750,Entire home/apt,51,4.5,6,3,103,53.334669,-6.331163
3404,8841410,Entire home/apt,3,4,2,1,84,53.325257,-6.281023
3405,22988209,Entire home/apt,1,0,2,0,96,53.323115,-6.270008
3406,85928386,Entire home/apt,1,0,5,2,102,53.326497,-6.274276
3407,16127611,Entire home/apt,50,4.5,2,1,84,53.32293,-6.272023
3408,92107542,Entire home/apt,1,0,3,2,84,53.328184,-6.274599
3409,47835020,Entire home/apt,3,4.5,2,1,95,53.323923,-6.267857
3410,35049121,Entire home/apt,17,4.5,2,1,97,53.343302,-6.272997
3411,95247670,Entire home/apt,5,4.5,2,1,89,53.356487,-6.252122
3412,27544439,Entire home/apt,1,0,4,2,94,53.328239,-6.249106
3413,30265591,Entire home/apt,14,4.5,2,0,96,53.328457,-6.248592
3414,49021455,Entire home/apt,0,0,2,1,95,53.338752,-6.23423
3415,49352581,Entire home/apt,2,0,4,2,84,53.382238,-6.242024
3416,63039114,Entire home/apt,15,4.5,4,1,82,53.348114,-6.262814
3417,11383910,Entire home/apt,3,4.5,2,1,96,53.343278,-6.268041
3418,5058892,Entire home/apt,12,4.5,2,1,102,53.332523,-6.276183
3419,95247670,Entire home/apt,5,4.5,2,0,88,53.358607,-6.257565
3420,13898119,Entire home/apt,5,4,4,2,96,53.344755,-6.279552
3421,16327240,Entire home/apt,6,4,6,2,84,53.352872,-6.288707
3422,5100838,Entire home/apt,1,0,2,1,84,53.342676,-6.294016
3423,58293586,Entire home/apt,0,0,3,1,90,53.355372,-6.292407
3424,21333489,Entire home/apt,1,0,3,2,84,53.352123,-6.286755
3425,47857938,Entire home/apt,6,4.5,2,1,96,53.335497,-6.26951
3426,24353997,Entire home/apt,88,4.5,2,1,102,53.337772,-6.277705
3427,67475389,Entire home/apt,0,0,4,2,103,53.337204,-6.245804
3428,41373667,Entire home/apt,1,0,1,1,94,53.342976,-6.275522
3429,1920659,Entire home/apt,7,5,6,2,102,53.352475,-6.287104
3430,129632853,Entire home/apt,0,0,2,0,82,53.345229,-6.267217
3431,42396878,Entire home/apt,2,0,2,1,102,53.333613,-6.263474
3432,20194381,Entire home/apt,15,4.5,2,1,102,53.341662,-6.240238
3433,63039114,Entire home/apt,43,4,4,1,102,53.342146,-6.269703
3434,32326162,Entire home/apt,1,0,2,1,84,53.343754,-6.246555
3435,17521741,Entire home/apt,0,0,3,1,90,53.346707,-6.246976
3436,29227597,Entire home/apt,33,4.5,2,1,99,53.35682,-6.266465
3437,690911,Entire home/apt,43,4.5,2,1,102,53.349101,-6.243798
3438,42745658,Entire home/apt,121,4,2,1,90,53.344288,-6.273219
3439,1479533,Entire home/apt,37,4.5,3,0,96,53.355836,-6.256158
3440,26461573,Entire home/apt,56,5,2,1,96,53.338637,-6.276247
3441,90004602,Entire home/apt,6,5,4,2,90,53.333276,-6.276249
3442,2068233,Entire home/apt,21,5,2,1,103,53.345199,-6.26992
3443,134413952,Entire home/apt,12,5,2,1,84,53.350712,-6.257217
3444,6682191,Entire home/apt,2,0,4,2,85,53.347129,-6.282148
3445,13252301,Entire home/apt,2,0,2,1,96,53.317863,-6.218096
3446,32325183,Entire home/apt,55,5,2,1,84,53.314433,-6.28312
3447,40766005,Entire home/apt,25,4.5,4,2,101,53.348176,-6.284526
3448,7422911,Entire home/apt,0,0,4,2,90,53.308632,-6.289563
3449,50378335,Entire home/apt,4,3,2,1,95,53.348981,-6.272034
3450,42144365,Entire home/apt,135,4.5,4,1,96,53.34475,-6.281772
3451,50271092,Entire home/apt,58,4,2,1,99,53.335294,-6.27575
3452,72083491,Entire home/apt,70,4.5,6,2,101,53.339463,-6.289397
3453,114460808,Entire home/apt,31,4.5,4,1,95,53.338301,-6.282696
3454,72237584,Entire home/apt,9,5,6,2,94,53.339601,-6.288515
3455,8317239,Entire home/apt,30,4.5,4,4,84,53.37058,-6.355047
3456,51154302,Entire home/apt,12,4.5,5,2,85,53.365452,-6.256089
3457,66434909,Entire home/apt,11,4.5,4,2,96,53.380665,-6.292177
3458,54090380,Entire home/apt,2,0,3,2,84,53.378521,-6.344129
3459,18831806,Entire home/apt,1,0,2,1,90,53.401901,-6.248703
3460,9191034,Entire home/apt,24,4.5,6,2,96,53.383913,-6.212583
3461,51150792,Entire home/apt,48,4.5,3,2,84,53.400082,-6.294518
3462,138594630,Entire home/apt,0,0,5,2,90,53.401697,-6.26071
3463,2068233,Entire home/apt,3,4.5,6,3,103,53.35256,-6.292976
3464,51564408,Entire home/apt,1,0,2,1,102,53.33598,-6.238415
3465,49114091,Entire home/apt,10,4,4,1,84,53.335057,-6.276352
3466,15413790,Entire home/apt,0,0,2,2,102,53.373621,-6.25924
3467,4395113,Entire home/apt,22,4.5,6,2,90,53.333881,-6.274365
3468,1847391,Entire home/apt,121,4,3,1,84,53.353053,-6.257084
3469,35058627,Entire home/apt,59,4.5,3,0,85,53.337344,-6.266816
3470,10066308,Entire home/apt,0,0,4,2,90,53.342781,-6.289263
3471,6605245,Entire home/apt,6,4.5,4,1,102,53.353418,-6.261104
3472,69170842,Entire home/apt,46,4,16,3,102,53.341388,-6.279515
3473,25877411,Entire home/apt,0,0,1,0,90,53.324165,-6.242185
3474,32670792,Entire home/apt,28,5,4,2,96,53.336998,-6.378859
3475,44244954,Entire home/apt,105,4.5,3,1,84,53.331133,-6.273897
3476,44244954,Entire home/apt,129,4.5,2,0,84,53.342217,-6.278981
3477,790601,Entire home/apt,19,4.5,5,1,96,53.336297,-6.324392
3478,42316194,Entire home/apt,4,4.5,4,2,96,53.354802,-6.256123
3479,92583912,Entire home/apt,3,5,2,1,96,53.351132,-6.285994
3480,38990628,Entire home/apt,4,5,2,1,87,53.341928,-6.280233
3481,7069462,Entire home/apt,12,4.5,2,0,84,53.383679,-6.414762
3482,71522971,Entire home/apt,0,0,4,1,95,53.351217,-6.26897
3483,49352581,Entire home/apt,4,4,6,2,87,53.383476,-6.243825
3484,70154490,Entire home/apt,28,4.5,8,2,90,53.343165,-6.292804
3485,101832747,Entire home/apt,3,3,3,1,102,53.348435,-6.270149
3486,95582171,Entire home/apt,11,4.5,2,2,96,53.351827,-6.290188
3487,69410066,Entire home/apt,30,4.5,4,1,94,53.331412,-6.269836
3488,64642029,Entire home/apt,11,5,2,1,102,53.360092,-6.192379
3489,66040510,Entire home/apt,71,4.5,4,1,109,53.344862,-6.265625
3490,102875701,Entire home/apt,40,4.5,3,1,118,53.344534,-6.276912
3491,91716535,Entire home/apt,10,4.5,4,2,107,53.309826,-6.261285
3492,50053633,Entire home/apt,0,0,8,4,116,53.358045,-6.291851
3493,12036741,Entire home/apt,8,5,4,1,114,53.351901,-6.276801
3494,1509649,Entire home/apt,51,4.5,2,0,117,53.338877,-6.275041
3495,47214390,Entire home/apt,84,4.5,2,0,108,53.349884,-6.259394
3496,66912449,Entire home/apt,11,5,2,1,119,53.346602,-6.257132
3497,74317525,Entire home/apt,61,4.5,3,1,119,53.341651,-6.277539
3498,22801049,Entire home/apt,71,5,4,1,114,53.339678,-6.265022
3499,41947241,Entire home/apt,122,4.5,6,2,118,53.353123,-6.263515
3500,54494246,Entire home/apt,14,5,6,2,117,53.323467,-6.253985
3501,47214390,Entire home/apt,4,4.5,2,0,108,53.351633,-6.259916
3502,59961396,Entire home/apt,15,5,2,1,108,53.351984,-6.256537
3503,5223980,Entire home/apt,104,4.5,2,1,118,53.348868,-6.241497
3504,47214390,Entire home/apt,20,4.5,4,0,108,53.350453,-6.259186
3505,13763124,Entire home/apt,181,4.5,2,1,111,53.336436,-6.249872
3506,12312141,Entire home/apt,49,5,2,1,108,53.345112,-6.26855
3507,19430681,Entire home/apt,189,5,3,1,114,53.387492,-6.068824
3508,63039114,Entire home/apt,4,4.5,4,1,109,53.345822,-6.282989
3509,59920509,Entire home/apt,71,5,4,1,108,53.37693,-6.175049
3510,11666509,Entire home/apt,11,5,2,1,119,53.348194,-6.231504
3511,37661430,Entire home/apt,17,5,4,1,118,53.347689,-6.262032
3512,120502060,Entire home/apt,4,5,2,1,108,53.357777,-6.267965
3513,33683963,Entire home/apt,85,5,2,1,108,53.329806,-6.2548
3514,68350233,Entire home/apt,4,4.5,3,1,114,53.352438,-6.258534
3515,19846261,Entire home/apt,93,5,2,1,119,53.348884,-6.237399
3516,13350457,Entire home/apt,41,4.5,2,1,119,53.33341,-6.274995
3517,20019056,Entire home/apt,1,0,3,1,84,53.285481,-6.126203
3518,101117916,Entire home/apt,34,5,2,0,90,53.316851,-6.265825
3519,50568410,Entire home/apt,80,4.5,2,1,96,53.337569,-6.230212
3520,46698320,Entire home/apt,46,4.5,3,2,96,53.338386,-6.30824
3521,15924939,Entire home/apt,78,4.5,2,0,84,53.330907,-6.29555
3522,114056707,Entire home/apt,1,0,4,1,90,53.34375,-6.295575
3523,42745658,Entire home/apt,116,4.5,2,1,102,53.348188,-6.242902
3524,23191772,Entire home/apt,149,4.5,2,0,84,53.323505,-6.264535
3525,75410905,Entire home/apt,6,5,2,0,87,53.363517,-6.283057
3526,69410066,Entire home/apt,67,5,5,2,96,53.332245,-6.271825
3527,127856819,Entire home/apt,30,5,4,2,84,53.352778,-6.370022
3528,22801049,Entire home/apt,0,0,2,0,102,53.32556,-6.25719
3529,3886706,Entire home/apt,20,5,4,1,96,53.37634,-6.317252
3530,13615290,Entire home/apt,42,5,2,1,90,53.352275,-6.262584
3531,31284582,Entire home/apt,57,4.5,4,1,101,53.35854,-6.267989
3532,121933234,Entire home/apt,26,4.5,2,1,90,53.333128,-6.273534
3533,22331062,Entire home/apt,169,5,2,1,102,53.351664,-6.252806
3534,43807908,Entire home/apt,1,0,4,2,96,53.324996,-6.386703
3535,2110301,Entire home/apt,76,5,2,0,96,53.355327,-6.25794
3536,113170861,Entire home/apt,0,0,2,1,88,53.331284,-6.286613
3537,113170861,Entire home/apt,0,0,2,1,88,53.332782,-6.287799
3538,23191772,Entire home/apt,123,4.5,2,1,90,53.324166,-6.264016
3539,37661430,Entire home/apt,98,5,4,1,93,53.341952,-6.276546
3540,56926019,Entire home/apt,3,4.5,4,1,96,53.346172,-6.246816
3541,66040510,Entire home/apt,53,4.5,4,1,101,53.348924,-6.301117
3542,133227818,Entire home/apt,8,4,2,0,84,53.323992,-6.265278
3543,126598543,Entire home/apt,5,4.5,2,0,100,53.332757,-6.268345
3544,126598543,Entire home/apt,7,4.5,2,0,95,53.332544,-6.267749
3545,126598543,Entire home/apt,8,5,2,0,95,53.333179,-6.268869
3546,23191772,Entire home/apt,101,4.5,2,1,96,53.324264,-6.263774
3547,72237584,Entire home/apt,1,0,6,2,87,53.357689,-6.261204
3548,126598543,Entire home/apt,7,4.5,2,0,95,53.33125,-6.268858
3549,72237584,Entire home/apt,9,4.5,6,2,100,53.356807,-6.263894
3550,23191772,Entire home/apt,122,4.5,2,0,90,53.324384,-6.265186
3551,46698320,Entire home/apt,50,4.5,4,1,93,53.340836,-6.307491
3552,107379392,Entire home/apt,33,5,3,0,90,53.305011,-6.252649
3553,107985721,Entire home/apt,0,0,2,0,96,53.322741,-6.266688
3554,41543416,Entire home/apt,28,4.5,4,0,84,53.330217,-6.26673
3555,126598543,Entire home/apt,7,4.5,2,0,95,53.332684,-6.266979
3556,56322091,Entire home/apt,23,5,4,1,95,53.354104,-6.247502
3557,62821340,Entire home/apt,21,4.5,2,1,96,53.351209,-6.255839
3558,5151757,Entire home/apt,4,5,4,2,96,53.351201,-6.253707
3559,117593546,Entire home/apt,25,4.5,4,2,94,53.339736,-6.233036
3560,18343120,Entire home/apt,83,4.5,4,2,94,53.353819,-6.228366
3561,65658050,Entire home/apt,91,5,2,1,89,53.348254,-6.294782
3562,138574169,Entire home/apt,1,0,4,2,90,53.359702,-6.273446
3563,140943426,Entire home/apt,0,0,2,1,96,53.332761,-6.230344
3564,35560687,Entire home/apt,42,5,4,2,90,53.339593,-6.273698
3565,62366400,Entire home/apt,28,4,2,1,90,53.321064,-6.26661
3566,69410066,Entire home/apt,60,4.5,4,1,99,53.333442,-6.271516
3567,24634844,Entire home/apt,22,5,2,1,96,53.332378,-6.270975
3568,1615308,Entire home/apt,1,0,3,2,96,53.340627,-6.298797
3569,2802655,Entire home/apt,1,0,4,1,96,53.330067,-6.224914
3570,71156649,Entire home/apt,8,5,2,1,96,53.347633,-6.276439
3571,7191951,Entire home/apt,5,4.5,2,1,84,53.276031,-6.221566
3572,7871247,Entire home/apt,2,0,3,1,96,53.339821,-6.279682
3573,70154490,Entire home/apt,40,4.5,9,1,96,53.342302,-6.278117
3574,107738650,Entire home/apt,17,4,2,1,96,53.355029,-6.263768
3575,7002908,Entire home/apt,97,4.5,2,1,101,53.339943,-6.305389
3576,22821474,Entire home/apt,12,5,3,0,96,53.335754,-6.237825
3577,69652113,Entire home/apt,41,4,4,2,95,53.351903,-6.261224
3578,1500938,Entire home/apt,13,5,3,1,96,53.353255,-6.255088
3579,112828440,Entire home/apt,28,4.5,4,2,96,53.329406,-6.262795
3580,134579236,Entire home/apt,6,5,3,1,96,53.319703,-6.265675
3581,140054221,Entire home/apt,0,0,4,2,95,53.364321,-6.269223
3582,6331278,Entire home/apt,85,4.5,4,1,96,53.344088,-6.271454
3583,104219204,Entire home/apt,5,5,2,1,90,53.393815,-6.294035
3584,61856862,Entire home/apt,110,4.5,5,2,90,53.34125,-6.3026
3585,46698320,Entire home/apt,68,4.5,3,1,94,53.339142,-6.308505
3586,408378,Entire home/apt,5,4.5,3,1,84,53.353907,-6.297996
3587,44778925,Entire home/apt,2,0,3,1,84,53.332157,-6.276936
3588,35844289,Entire home/apt,119,4,3,1,95,53.346186,-6.26923
3589,89059013,Entire home/apt,36,5,4,1,95,53.337216,-6.299167
3590,597529,Entire home/apt,8,5,2,1,101,53.348243,-6.255053
3591,107985721,Entire home/apt,1,0,4,0,96,53.324003,-6.26542
3592,41543416,Entire home/apt,69,4.5,2,0,84,53.331115,-6.265877
3593,73233198,Entire home/apt,1,0,4,2,102,53.331137,-6.265597
3594,3467184,Entire home/apt,6,4.5,4,1,84,53.353157,-6.292769
3595,65693836,Entire home/apt,81,5,2,1,96,53.335593,-6.263929
3596,122333415,Entire home/apt,0,0,3,2,96,53.319072,-6.264458
3597,19257062,Entire home/apt,0,0,2,1,102,53.350302,-6.274545
3598,76623232,Entire home/apt,75,5,3,1,94,53.330944,-6.260399
3599,22801049,Entire home/apt,21,5,2,1,90,53.314927,-6.271309
3600,23191772,Entire home/apt,123,4.5,2,1,95,53.325612,-6.265654
3601,44946835,Entire home/apt,9,5,2,0,96,53.317453,-6.253699
3602,107379392,Entire home/apt,42,5,3,0,90,53.305083,-6.252251
